"personId","personName","gender","birthDate","lastName","firstName","countryOfCitizenship","age"
"1384","Lutz Mario Helmig & family","M","1946-08-29 00:00:00","Helmig","Lutz Mario","Germany","77"
"1385","Chulong Huang","M","1959-01-01 00:00:00","Huang","Chulong","Canada","64"
"1386","Thomas James","M","1942-05-10 00:00:00","James","Thomas","United States","81"
"1387","James Jannard","M","1949-06-08 00:00:00","Jannard","James","United States","74"
"1388","Willis Johnson","M","1947-05-26 00:00:00","Johnson","Willis","United States","76"
"1389","Lai Shixian","M","1975-01-01 00:00:00","Lai","Shixian","China","48"
"1390","Chris Larsen","M","1960-06-15 00:00:00","Larsen","Chris","United States","63"
"1391","Solomon Lew","M","1945-03-22 00:00:00","Lew","Solomon","Australia","78"
"1392","Liang Xinjun","M","1968-10-01 00:00:00","Liang","Xinjun","Singapore","55"
"1393","Harald Link","M","1955-01-12 00:00:00","Link","Harald","Thailand","68"
"1394","Max Lytvyn","M","1980-01-01 00:00:00","Lytvyn","Max","Canada","43"
"1395","Igor Makarov","M","1962-04-15 00:00:00","Makarov","Igor","Cyprus","61"
"1396","Howard Marks","M","1946-04-23 00:00:00","Marks","Howard","United States","77"
"1397","Charles Munger","M","1924-01-01 00:00:00","Munger","Charles","United States","99"
"1398","Adam Neumann","M","1979-04-01 00:00:00","Neumann","Adam","Israel","44"
"1399","Thi Phuong Thao Nguyen","F","1970-06-07 00:00:00","Nguyen","Thi Phuong Thao","Vietnam","53"
"1400","Ni Yongpei & family","M","1952-01-23 00:00:00","Ni","Yongpei","China","71"
"1401","Heloise Pratt","F","1962-09-13 00:00:00","Pratt","Heloise","Australia","61"
"1402","Qi Xiangdong","M","1970-10-01 00:00:00","Qi","Xiangdong","China","53"
"1403","Phillip T. (Terry) Ragon","M","1949-06-01 00:00:00","Ragon","Phillip T. (Terry)","United States","74"
"1404","Prathap Reddy","M","1932-02-05 00:00:00","Reddy","Prathap","India","91"
"1405","Jerry Reinsdorf","M","1936-02-25 00:00:00","Reinsdorf","Jerry","United States","87"
"1406","Chad Richison","M","1970-10-10 00:00:00","Richison","Chad","United States","53"
"1407","Karl Scheufele, III. & family","M","1939-01-01 00:00:00","Scheufele","Karl","Switzerland","84"
"1408","Alice Schwartz","F","1926-07-02 00:00:00","Schwartz","Alice","United States","97"
"1409","Alex Shevchenko","M","1980-01-01 00:00:00","Shevchenko","Alex","Canada","43"
"1410","Kavitark Ram Shriram","M","1957-01-21 00:00:00","Shriram","Kavitark Ram","United States","66"
"1411","Jeffrey Soffer","M","1967-12-13 00:00:00","Soffer","Jeffrey","United States","56"
"1412","William Stone","M","1955-04-09 00:00:00","Stone","William","United States","68"
"1413","Henry Swieca","M","1957-05-09 00:00:00","Swieca","Henry","United States","66"
"1414","Harley Sy","M","1959-06-01 00:00:00","Sy","Harley","Philippines","64"
"1415","Teresita Sy-Coson","F","1950-10-01 00:00:00","Sy-Coson","Teresita","Philippines","73"
"1416","Katsumi Tada","M","1945-07-12 00:00:00","Tada","Katsumi","Japan","78"
"1417","Tang Jinkui & family","M","1955-09-19 00:00:00","Tang","Jinkui","China","68"
"1418","Tang Xiao'ou","M","1968-01-01 00:00:00","Tang","Xiao'ou","Hong Kong","55"
"1419","Lottie Tham & family","F","1949-04-18 00:00:00","Tham","Lottie","Sweden","74"
"1420","Shamsheer Vayalil","M","1977-01-11 00:00:00","Vayalil","Shamsheer","India","46"
"1421","Radha Vembu","F","1972-12-24 00:00:00","Vembu","Radha","India","51"
"1422","Wang Wenmo","M","1957-01-01 00:00:00","Wang","Wenmo","China","66"
"1423","Wang Zhenghua","M","1944-04-25 00:00:00","Wang","Zhenghua","China","79"
"1424","David Wertheim","M","1958-01-01 00:00:00","Wertheim","David","Israel","65"
"1425","Kai Wu","M","1968-01-01 00:00:00","Wu","Kai","China","55"
"1426","Xu Yingzhuo","M","1968-01-01 00:00:00","Xu","Yingzhuo","China","55"
"1427","Yeung Kin-man","M","1964-04-01 00:00:00","Yeung","Kin-man","Hong Kong","59"
"1428","Huijiao Yu","M","1966-04-01 00:00:00","Yu","Huijiao","China","57"
"1429","Oren Zeev","M","1964-09-23 00:00:00","Zeev","Oren","Israel","59"
"1430","Clayton Zekelman","M","1969-01-01 00:00:00","Zekelman","Clayton","Canada","54"
"1431","Zhao Fenggang","M","1966-01-01 00:00:00","Zhao","Fenggang","China","57"
"1432","Alex Beard","M","1967-08-03 00:00:00","Beard","Alex","United Kingdom","56"
"1433","Travis Boersma","M","1971-01-01 00:00:00","Boersma","Travis","United States","52"
"1434","Martin Bouygues","M","1952-05-03 00:00:00","Bouygues","Martin","France","71"
"1435","Olivier Bouygues","M","1950-09-14 00:00:00","Bouygues","Olivier","France","73"
"1436","William Boyd & family","M","1931-11-04 00:00:00","Boyd","William","United States","92"
"1437","Anand Burman","M","1952-05-05 00:00:00","Burman","Anand","India","71"
"1438","Cao Ji","M","1952-01-01 00:00:00","Cao","Ji","China","71"
"1439","Bruce Cheng","M","1936-11-03 00:00:00","Cheng","Bruce","Taiwan","87"
"1440","Chi Yufeng","M","1971-01-01 00:00:00","Chi","Yufeng","China","52"
"1441","Daniel Chiu","M","1960-11-30 00:00:00","Chiu","Daniel","Hong Kong","63"
"1442","Beda Diethelm","M","1941-01-01 00:00:00","Diethelm","Beda","Switzerland","82"
"1443","Domenico Dolce","M","1958-08-13 00:00:00","Dolce","Domenico","Italy","65"
"1444","Ralph Dommermuth","M","1963-11-19 00:00:00","Dommermuth","Ralph","Germany","60"
"1445","Georgi Domuschiev","M","1972-08-06 00:00:00","Domuschiev","Georgi","Bulgaria","51"
"1446","Kiril Domuschiev","M","1969-04-18 00:00:00","Domuschiev","Kiril","Bulgaria","54"
"1447","Bob Ell","M","1944-12-22 00:00:00","Ell","Bob","Australia","79"
"1448","Paul Foster","M","1957-10-08 00:00:00","Foster","Paul","United States","66"
"1449","Stefano Gabbana","M","1962-11-14 00:00:00","Gabbana","Stefano","Italy","61"
"1450","Xingjiang Gao","M","1963-11-01 00:00:00","Gao","Xingjiang","China","60"
"1451","Gordon Getty","M","1933-12-20 00:00:00","Getty","Gordon","United States","90"
"1452","Kamal Ghaffarian","M","1958-04-28 00:00:00","Ghaffarian","Kamal","United States","65"
"1453","Dennis Gillings","M","1944-04-25 00:00:00","Gillings","Dennis","United Kingdom","79"
"1454","Harsh Goenka","M","1957-12-10 00:00:00","Goenka","Harsh","India","66"
"1455","Sanjiv Goenka","M","1961-01-29 00:00:00","Goenka","Sanjiv","India","62"
"1456","Jane Goldman","F","1955-07-29 00:00:00","Goldman","Jane","United States","68"
"1457","Stein Erik Hagen","M","1956-07-22 00:00:00","Hagen","Stein Erik","Norway","67"
"1458","Bahaa Hariri","M","1966-04-26 00:00:00","Hariri","Bahaa","Lebanon","57"
"1459","Hortensia Herrero","F","1950-05-20 00:00:00","Herrero","Hortensia","Spain","73"
"1460","Douglas Hsu","M","1942-08-24 00:00:00","Hsu","Douglas","Taiwan","81"
"1461","Huang Min","M","1973-07-01 00:00:00","Huang","Min","China","50"
"1462","Jared Isaacman","M","1983-02-11 00:00:00","Isaacman","Jared","United States","40"
"1463","Eugene Kaspersky","M","1965-10-04 00:00:00","Kaspersky","Eugene","Russia","58"
"1464","Artem Khachatryan","M","1975-01-03 00:00:00","Khachatryan","Artem","Russia","48"
"1465","Andrei Krivenko","M","1975-07-25 00:00:00","Krivenko","Andrei","Russia","48"
"1466","Thomas Kwok","M","1951-10-06 00:00:00","Kwok","Thomas","Hong Kong","72"
"1467","Marc Lasry","M","1960-09-23 00:00:00","Lasry","Marc","United States","63"
"1468","Christian Latouche & family","M","1940-07-18 00:00:00","Latouche","Christian","France","83"
"1469","Theodore Leonsis","M","1956-01-08 00:00:00","Leonsis","Theodore","United States","67"
"1470","Lin Chang Su-O","F","1940-08-01 04:00:00","Lin","Chang Su-O","Taiwan","83"
"1471","Liu Chengyu & family","M","1962-07-26 00:00:00","Liu","Chengyu","China","61"
"1472","Sergey Lomakin","M","1973-05-23 00:00:00","Lomakin","Sergey","Russia","50"
"1473","Daniel Lubetzky","M","1968-09-28 00:00:00","Lubetzky","Daniel","United States","55"
"1474","Melissa Ma","F","1980-04-21 00:00:00","Ma","Melissa","China","43"
"1475","Anand Mahindra","M","1955-05-01 00:00:00","Mahindra","Anand","India","68"
"1476","Rafique Malik","M","1950-10-31 00:00:00","Malik","Rafique","India","73"
"1477","Katarina Martinson","F","1981-05-04 00:00:00","Martinson","Katarina","Sweden","42"
"1478","Kiran Mazumdar-Shaw","F","1953-03-23 00:00:00","Mazumdar-Shaw","Kiran","India","70"
"1479","Nirmal Minda","M","1957-11-07 00:00:00","Minda","Nirmal","India","66"
"1480","Mu Rongjun","M","1980-01-01 00:00:00","Mu","Rongjun","China","43"
"1481","Eugene Murtagh","M","1942-06-23 00:00:00","Murtagh","Eugene","Ireland","81"
"1482","Alexander Nesis","M","1962-12-19 00:00:00","Nesis","Alexander","Russia","61"
"1483","Zugen Ni","M","1957-01-18 00:00:00","Ni","Zugen","China","66"
"1484","Florentino Perez","M","1947-03-08 00:00:00","Perez","Florentino","Spain","76"
"1485","Victor Pinchuk","M","1960-12-14 00:00:00","Pinchuk","Victor","Ukraine","63"
"1486","Leonid Radvinsky","M","1982-05-30 00:00:00","Radvinsky","Leonid","United States","41"
"1487","Raveendran Byju","M","1981-07-06 00:00:00","Raveendran","Byju","India","42"
"1488","P.P. Reddy","M","1957-08-30 00:00:00","Reddy","P.P.","India","66"
"1489","Richard Saghian","M","1981-08-06 00:00:00","Saghian","Richard","United States","42"
"1490","Shi Yifeng","M","1974-01-01 00:00:00","Shi","Yifeng","China","49"
"1491","Thaksin Shinawatra","M","1949-07-26 00:00:00","Shinawatra","Thaksin","Thailand","74"
"1492","Shu Ping","F","1918-07-18 00:00:00","Shu","Ping","Singapore","105"
"1493","Timothy Springer","M","1948-02-23 00:00:00","Springer","Timothy","United States","75"
"1494","Venu Srinivasan","M","1952-12-11 00:00:00","Srinivasan","Venu","India","71"
"1495","Edward Stack","M","1954-12-27 00:00:00","Stack","Edward","United States","69"
"1496","Sun Mengquan & family","M","1950-03-01 00:00:00","Sun","Mengquan","China","73"
"1497","Alexander Svetakov","M","1968-02-15 00:00:00","Svetakov","Alexander","Russia","55"
"1498","Torsten Toeller","M","1966-04-06 00:00:00","Toeller","Torsten","Germany","57"
"1499","Barbara Tyson","F","1949-03-06 00:00:00","Tyson","Barbara","United States","74"
"1500","Hamdi Ulukaya","M","1972-10-26 00:00:00","Ulukaya","Hamdi","Turkey","51"
"1501","Wang Linpeng","M","1968-05-01 00:00:00","Wang","Linpeng","China","55"
"1502","Wei Ing-Chou","M","1953-07-01 00:00:00","Wei","Ing-Chou","Taiwan","70"
"1503","Wei Yin-Chun","M","1957-03-08 00:00:00","Wei","Yin-Chun","Taiwan","66"
"1504","Wei Yin-Heng","M","1959-01-01 00:00:00","Wei","Yin-Heng","Taiwan","64"
"1505","Wei Ying-Chiao","M","1955-02-04 00:00:00","Wei","Ying-Chiao","Taiwan","68"
"1506","Elaine Wynn","F","1942-04-28 00:00:00","Wynn","Elaine","United States","81"
"1507","Xu Xudong & family","M","1970-03-01 00:00:00","Xu","Xudong","China","53"
"1508","Michael Ying","M","1949-12-01 00:00:00","Ying","Michael","Hong Kong","74"
"1509","Yu Qibing & family","M","1965-11-01 00:00:00","Yu","Qibing","China","58"
"1510","Yuan Fugen & family","M","1950-11-15 00:00:00","Yuan","Fugen","China","73"
"1511","Zhang Ning & family","F","1974-04-01 00:00:00","Zhang","Ning","Canada","49"
"1512","Zhao Tao","M","1966-01-01 00:00:00","Zhao","Tao","Singapore","57"
"1513","Anu Aga","F","1942-08-01 00:00:00","Aga","Anu","India","81"
"1514","Mohamed Al Fayed","M","1929-01-27 00:00:00","Al Fayed","Mohamed","Egypt","94"
"1515","Andrey Andreev","M","1974-02-03 00:00:00","Andreev","Andrey","United Kingdom","49"
"1516","Michael Ashcroft","M","1946-01-01 00:00:00","Ashcroft","Michael","United Kingdom","77"
"1517","Pavel Baudis","M","1960-05-15 00:00:00","Baudis","Pavel","Czech Republic","63"
"1518","Wilhelm Beier & family","M","1956-04-21 00:00:00","Beier","Wilhelm","Germany","67"
"1519","Cao Jianwei","M","1978-05-30 00:00:00","Cao","Jianwei","China","45"
"1520","Huwen Chen","M","1970-07-01 00:00:00","Chen","Huwen","China","53"
"1521","Phongthep Chiaravanont","M","1952-01-01 00:00:00","Chiaravanont","Phongthep","Thailand","71"
"1522","Dou Zhenggang","M","1953-05-21 00:00:00","Dou","Zhenggang","China","70"
"1523","Maria Franca Fissolo","F","1935-01-01 00:00:00","Fissolo","Maria Franca","Italy","88"
"1524","William Franke","M","1937-04-15 00:00:00","Franke","William","United States","86"
"1525","Mario Germano Giuliani","M","1972-02-26 00:00:00","Giuliani","Mario Germano","Switzerland","51"
"1526","Amy Goldman Fowler","F","1954-04-19 00:00:00","Goldman Fowler","Amy","United States","69"
"1527","John Hancock","M","1976-01-02 00:00:00","Hancock","John","Australia","47"
"1528","Hu Yangzhong","M","1965-03-06 00:00:00","Hu","Yangzhong","China","58"
"1529","Huang Dawen","M","1960-11-01 00:00:00","Huang","Dawen","Hong Kong","63"
"1530","Huang Qiaoling","M","1958-11-15 00:00:00","Huang","Qiaoling","China","65"
"1531","Rajiv Jain","M","1968-01-27 00:00:00","Jain","Rajiv","United States","55"
"1532","Michael Jordan","M","1963-02-17 00:00:00","Jordan","Michael","United States","60"
"1533","Diane Kemper","F","1945-07-21 00:00:00","Kemper","Diane","United States","78"
"1534","Shlomo Kramer","M","1966-03-14 00:00:00","Kramer","Shlomo","Israel","57"
"1535","Heikki Kyostila","M","1946-01-19 00:00:00","Kyostila","Heikki","Finland","77"
"1536","Martin Lau","M","1973-04-01 00:00:00","Lau","Martin","Hong Kong","50"
"1537","Li Min","M","1965-12-26 00:00:00","Li","Min","China","58"
"1538","Liang Rubo","M","1983-01-01 00:00:00","Liang","Rubo","China","40"
"1539","Liang Zhaoxian","M","1965-01-01 00:00:00","Liang","Zhaoxian","China","58"
"1540","Lin Fanlian","M","1961-06-01 00:00:00","Lin","Fanlian","China","62"
"1541","Aloke Lohia","M","1958-11-27 00:00:00","Lohia","Aloke","India","65"
"1542","Bill Malhotra","M","1949-09-08 00:00:00","Malhotra","Bill","Canada","74"
"1543","Alexander Mamut","M","1960-01-29 00:00:00","Mamut","Alexander","Russia","63"
"1544","Craig McCaw","M","1949-08-11 00:00:00","McCaw","Craig","United States","74"
"1545","Cunhui Nan","M","1963-07-09 00:00:00","Nan","Cunhui","China","60"
"1546","Tengyun Nie & family","M","1976-01-24 00:00:00","Nie","Tengyun","China","47"
"1547","Oei Hong Leong","M","1948-03-21 00:00:00","Oei","Hong Leong","Singapore","75"
"1548","Clive Palmer","M","1954-03-26 00:00:00","Palmer","Clive","Australia","69"
"1549","Matthew Prince","M","1975-01-01 00:00:00","Prince","Matthew","United States","48"
"1550","Linda Pritzker","F","1953-09-14 00:00:00","Pritzker","Linda","United States","70"
"1551","P.V. Krishna Reddy","M","1969-06-30 00:00:00","Reddy","P.V. Krishna","India","54"
"1552","Bianca Rinehart","F","1977-03-19 00:00:00","Rinehart","Bianca","Australia","46"
"1553","Ginia Rinehart","F","1986-09-06 00:00:00","Rinehart","Ginia","Australia","37"
"1554","T. Denny Sanford","M","1935-12-23 00:00:00","Sanford","T. Denny","United States","88"
"1555","Bhadresh Shah","M","1951-10-07 00:00:00","Shah","Bhadresh","India","72"
"1556","Zygmunt Solorz-Zak","M","1956-08-04 00:00:00","Solorz-Zak","Zygmunt","Poland","67"
"1557","Michal Strnad","M","1992-08-04 00:00:00","Strnad ","Michal","Czech Republic","31"
"1558","Sylvia Stroeher","F","1955-05-30 00:00:00","Stroeher","Sylvia","Germany","68"
"1559","Otto Toto Sugiri","M","1953-09-23 00:00:00","Sugiri","Otto Toto","Indonesia","70"
"1560","Larry Tanenbaum","M","1945-07-01 00:00:00","Tanenbaum","Larry","Canada","78"
"1561","Wichai Thongtang","M","1947-01-01 00:00:00","Thongtang","Wichai","Thailand","76"
"1562","Ion Tiriac","M","1939-05-09 00:00:00","Tiriac","Ion","Romania","84"
"1563","Hope Welker","F","1985-08-13 00:00:00","Welker","Hope","Australia","38"
"1564","William Young","M","1941-01-01 00:00:00","Young","William","United States","82"
"1565","Ales Zavoral","M","1976-10-24 00:00:00","Zavoral","Ales","Czech Republic","47"
"1566","Zhang Fan","M","1965-12-29 00:00:00","Zhang","Fan","China","58"
"1567","Shilong Zhang & family","M","1966-01-01 00:00:00","Zhang","Shilong","China","57"
"1568","Zhang Wanzhen","M","1949-12-01 00:00:00","Zhang","Wanzhen","China","74"
"1569","Hongfei Zhao","M","1974-06-01 00:00:00","Zhao","Hongfei","China","49"
"1570","Zhou Jian","M","1976-07-01 00:00:00","Zhou","Jian","China","47"
"1571","Zhu Yiwen & family","M","1964-01-01 00:00:00","Zhu","Yiwen","China","59"
"1572","Roberto Angelini Rossi","M","1948-07-30 00:00:00","Angelini Rossi","Roberto","Chile","75"
"1573","Mika Anttonen","M","1966-12-18 00:00:00","Anttonen","Mika","Finland","57"
"1574","David Blitzer","M","1969-09-07 00:00:00","Blitzer","David","United States","54"
"1575","Julio Bozano","M","1936-02-01 00:00:00","Bozano","Julio","Brazil","87"
"1576","Nikolai Buinov","M","1967-07-09 00:00:00","Buinov","Nikolai","Russia","56"
"1577","Nicola Bulgari","M","1941-01-16 00:00:00","Bulgari","Nicola","Italy","82"
"1578","Howard Butt, III. & family","M","1952-04-04 00:00:00","Butt","Howard","United States","71"
"1579","Stephen Butt & family","M","1955-05-24 00:00:00","Butt","Stephen","United States","68"
"1580","Jianxing Che","M","1966-07-18 00:00:00","Che","Jianxing","China","57"
"1581","Huxiong Chen","M","1970-07-01 00:00:00","Chen","Huxiong","China","53"
"1582","Chen Qiongxiang","F","1954-02-17 00:00:00","Chen","Qiongxiang","China","69"
"1583","Chen Zhisong","M","1966-01-07 00:00:00","Chen","Zhisong","China","57"
"1584","Manas Chiaravanond","M","1965-01-01 00:00:00","Chiaravanond","Manas","Thailand","58"
"1585","Prathip Chiravanond","M","1948-10-21 00:00:00","Chiravanond","Prathip","Thailand","75"
"1586","Alexandra Daitch","F","1963-01-01 00:00:00","Daitch","Alexandra","United States","60"
"1587","Sol Daurella","F","1966-01-01 00:00:00","Daurella","Sol","Spain","57"
"1588","Mark Davis","M","1955-05-18 00:00:00","Davis","Mark","United States","68"
"1589","James Dinan","M","1959-05-22 00:00:00","Dinan","James","United States","64"
"1590","Dong Fan","M","1994-03-31 00:00:00","Dong","Fan","China","29"
"1591","Fritz Draexlmaier","M","1955-06-02 00:00:00","Draexlmaier","Fritz","Germany","68"
"1592","Bulent Eczacibasi","M","1949-12-25 00:00:00","Eczacibasi","Bulent","Turkey","74"
"1593","Faruk Eczacibasi","M","1954-06-15 00:00:00","Eczacibasi","Faruk","Turkey","69"
"1594","Eduardo Eurnekian","M","1932-12-04 00:00:00","Eurnekian","Eduardo","Argentina","91"
"1595","David Fong","M","1957-05-29 00:00:00","Fong","David","Hong Kong","66"
"1596","Guo Zhenyu & family","M","1963-11-01 00:00:00","Guo","Zhenyu","Canada","60"
"1597","Surjit Kumar Gupta","M","1942-01-13 00:00:00","Gupta","Surjit Kumar","India","81"
"1598","Caroline Hagen Kjos","F","1984-01-01 00:00:00","Hagen Kjos","Caroline","Norway","39"
"1599","Roberto Hernandez Ramirez","M","1942-03-24 00:00:00","Hernandez Ramirez","Roberto","Mexico","81"
"1600","Reid Hoffman","M","1967-08-05 00:00:00","Hoffman","Reid","United States","56"
"1601","Hu Rongda & family","M","1959-01-01 00:00:00","Hu","Rongda","China","64"
"1602","B. Wayne Hughes, Jr.","M","1959-05-27 00:00:00","Hughes","B. Wayne","United States","64"
"1603","Hui Wing Mau","M","1950-07-01 00:00:00","Hui","Wing Mau","Hong Kong","73"
"1604","Scott Kapnick","M","1959-02-09 00:00:00","Kapnick","Scott","United States","64"
"1605","Richard Kayne","M","1946-01-01 00:00:00","Kayne","Richard","United States","77"
"1606","Dominika Kulczyk","F","1977-07-30 00:00:00","Kulczyk","Dominika","Poland","46"
"1607","Edward Lampert","M","1962-07-19 00:00:00","Lampert","Edward","United States","61"
"1608","Somsri Lamsam","M","1959-05-15 00:00:00","Lamsam","Somsri","Thailand","64"
"1609","James Leprino","M","1937-11-22 00:00:00","Leprino","James","United States","86"
"1610","David Lichtenstein","M","1961-11-21 00:00:00","Lichtenstein","David","United States","62"
"1611","Lin Dingqiang & family","M","1966-10-01 00:00:00","Lin","Dingqiang","Hong Kong","57"
"1612","Sarah MacMillan","F","1954-01-01 00:00:00","MacMillan","Sarah","United States","69"
"1613","Strive Masiyiwa","M","1961-01-29 00:00:00","Masiyiwa","Strive","Zimbabwe","62"
"1614","Robert Miller","M","1933-05-23 00:00:00","Miller","Robert","United Kingdom","90"
"1615","Simon Nixon","M","1967-08-01 00:00:00","Nixon","Simon","United Kingdom","56"
"1616","Kentaro Ogawa","M","1948-07-01 00:00:00","Ogawa","Kentaro","Japan","75"
"1617","Ajay Parekh","M","1957-06-23 00:00:00","Parekh","Ajay","India","66"
"1618","Narendrakumar Parekh","M","1938-04-17 00:00:00","Parekh","Narendrakumar","India","85"
"1619","Jennifer Pritzker","F","1950-08-13 00:00:00","Pritzker","Jennifer","United States","73"
"1620","G. Rajendran","M","1942-10-05 00:00:00","Rajendran","G.","India","81"
"1621","Ren Jianhua","M","1956-08-01 00:00:00","Ren","Jianhua","China","67"
"1622","Larry Robbins","M","1969-10-21 00:00:00","Robbins","Larry","United States","54"
"1623","Dwight Schar","M","1942-02-08 00:00:00","Schar","Dwight","United States","81"
"1624","Shao Jianxiong","M","1963-12-30 00:00:00","Shao","Jianxiong","China","60"
"1625","Qinxiang Shao","M","1954-09-01 00:00:00","Shao","Qinxiang","China","69"
"1626","Hua Shen","M","1963-01-01 00:00:00","Shen","Hua","United States","60"
"1627","Shi Wen-long","M","1928-02-01 00:00:00","Shi","Wen-long","Taiwan","95"
"1628","Peter Sondakh","M","1950-02-26 00:00:00","Sondakh","Peter","Indonesia","73"
"1629","Lucy Stitzer","F","1960-01-01 00:00:00","Stitzer","Lucy","United States","63"
"1630","Elizabeth Sy","F","1952-06-01 00:00:00","Sy","Elizabeth","Philippines","71"
"1631","Hermanto Tanoko","M","1962-09-17 00:00:00","Tanoko","Hermanto","Indonesia","61"
"1632","Mehmet Sinan Tara","M","1958-05-24 00:00:00","Tara","Mehmet Sinan","Turkey","65"
"1633","Masateru Uno & family","M","1947-02-06 00:00:00","Uno","Masateru","Japan","76"
"1634","Vardis Vardinoyannis & family","M","1933-01-01 00:00:00","Vardinoyannis & family","Vardis","Greece","90"
"1635","Jitendra Virwani","M","1966-02-18 00:00:00","Virwani","Jitendra","India","57"
"1636","Wang Chaobin","M","1956-01-01 00:00:00","Wang","Chaobin","China","67"
"1637","Wang Ren-sheng","M","1931-12-01 00:00:00","Wang","Ren-sheng","Taiwan","92"
"1638","Charlotte Colket Weber","F","1942-11-19 00:00:00","Weber","Charlotte Colket","United States","81"
"1639","Xie Juhua & family","F","1951-01-01 00:00:00","Xie","Juhua","China","72"
"1640","Chuanhua Xu & family","M","1935-01-01 00:00:00","Xu","Chuanhua","China","88"
"1641","Gavril Yushvaev & family","M","1957-07-23 00:00:00","Yushvaev","Gavril","Russia","66"
"1642","Zhang Hongwei","M","1954-12-26 00:00:00","Zhang","Hongwei","China","69"
"1643","Anita Zucker","F","1952-01-19 00:00:00","Zucker","Anita","United States","71"
"1644","Cameron Adams","M","1979-12-26 00:00:00","Adams","Cameron","Australia","44"
"1645","Will Adderley","M","1972-03-04 00:00:00","Adderley","Will","United Kingdom","51"
"1646","Faisal Bin Qassim Al Thani","M","1948-01-01 00:00:00","Al Thani","Faisal Bin Qassim","Qatar","75"
"1647","Leslie Alexander","M","1943-06-30 00:00:00","Alexander","Leslie","United States","80"
"1648","Masaaki Arai","M","1965-10-29 00:00:00","Arai","Masaaki","Japan","58"
"1649","Sabrina Benetton","F","1973-10-04 00:00:00","Benetton","Sabrina","Italy","50"
"1650","Sanjeev Bikhchandani","M","1963-06-29 00:00:00","Bikhchandani","Sanjeev","India","60"
"1651","O. Francis Biondi","M","1964-07-04 00:00:00","Biondi","O. Francis","United States","59"
"1652","Alejandro Bulgheroni","M","1944-11-01 00:00:00","Bulgheroni","Alejandro","Argentina","79"
"1653","R.G. Chandramogan","M","1949-03-01 00:00:00","Chandramogan","R.G.","India","74"
"1654","Binod Chaudhary","M","1955-04-14 00:00:00","Chaudhary","Binod","Nepal","68"
"1655","Parker Conrad","M","1980-04-13 00:00:00","Conrad","Parker","United States","43"
"1656","Tim Cook","M","1960-11-01 00:00:00","Cook","Tim","United States","63"
"1657","Mark Coombs","M","1961-01-01 00:00:00","Coombs","Mark","United Kingdom","62"
"1658","John de Mol","M","1955-03-24 00:00:00","de Mol","John","Netherlands","68"
"1659","D. Leopoldo Del Pino","M","1962-07-30 00:00:00","Del Pino","D. Leopoldo","Spain","61"
"1660","Diao Zhizhong","M","1963-11-06 00:00:00","Diao","Zhizhong","China","60"
"1661","Robert Duggan","M","1944-04-28 00:00:00","Duggan","Robert","United States","79"
"1662","James France","M","1944-10-24 00:00:00","France","James","United States","79"
"1663","Phillip Frost","M","1936-11-11 00:00:00","Frost","Phillip","United States","87"
"1664","Jayme Garfinkel & family","M","1945-11-30 00:00:00","Garfinkel","Jayme","Brazil","78"
"1665","Christopher Goldsbury","M","1943-01-01 00:00:00","Goldsbury","Christopher","United States","80"
"1666","Yusuf Hamied","M","1936-07-26 00:00:00","Hamied","Yusuf","India","87"
"1667","Brian Higgins","M","1965-02-08 00:00:00","Higgins","Brian","United States","58"
"1668","Wei Huang","M","1959-09-30 00:00:00","Huang","Wei","China","64"
"1669","Yintai Jiang & family","M","1950-07-30 00:00:00","Jiang","Yintai","China","73"
"1670","Lei Jin","M","1965-08-01 00:00:00","Jin","Lei","China","58"
"1671","Jin Lei & family","M","1954-09-23 00:00:00","Jin","Lei","China","69"
"1672","Valentin Kipyatkov","M","1976-06-05 00:00:00","Kipyatkov","Valentin","Cyprus","47"
"1673","Koo Kwang-mo","M","1978-01-23 00:00:00","Koo","Kwang-mo","South Korea","45"
"1674","George Kurtz","M","1970-10-01 00:00:00","Kurtz","George","United States","53"
"1675","Joe Lacob","M","1956-01-10 00:00:00","Lacob","Joe","United States","67"
"1676","Joe Lau","M","1989-07-01 00:00:00","Lau","Joe","United States","34"
"1677","Louise Lindh","F","1979-10-20 00:00:00","Lindh","Louise","Sweden","44"
"1678","Luo Yangyong & family","M","1975-06-02 00:00:00","Luo","Yangyong","China","48"
"1679","Joao Roberto Marinho","M","1953-09-16 00:00:00","Marinho","Joao Roberto","Brazil","70"
"1680","Jose Roberto Marinho","M","1955-12-26 00:00:00","Marinho","Jose Roberto","Brazil","68"
"1681","Roberto Irineu Marinho","M","1947-10-13 00:00:00","Marinho","Roberto Irineu","Brazil","76"
"1682","Gary Michelson","M","1949-01-14 00:00:00","Michelson","Gary","United States","74"
"1683","Robert G. Miller","M","1945-07-03 00:00:00","Miller","Robert G.","Canada","78"
"1684","David Mindus","M","1972-01-26 00:00:00","Mindus","David","Sweden","51"
"1685","Adriaan Mol","M","1984-03-14 00:00:00","Mol","Adriaan","Netherlands","39"
"1686","Mofatraj Munot","M","1944-10-04 00:00:00","Munot","Mofatraj","India","79"
"1687","Ezra Nahmad","M","1945-07-31 00:00:00","Nahmad","Ezra","Monaco","78"
"1688","Satyanarayan Nuwal","M","1952-07-25 00:00:00","Nuwal","Satyanarayan","India","71"
